titles,links
[The Periotest--periodontal status].,https://pubmed.ncbi.nlm.nih.gov/3463048/
Factors influencing periodontal repair and regeneration.,https://pubmed.ncbi.nlm.nih.gov/6958856/
"[Comparison of subgingival microbial profile of aggressive periodontitis, chronic periodontitis and periodontally healthy individuals].",https://pubmed.ncbi.nlm.nih.gov/32634885/
Endodontic-periodontic interrelationships.,https://pubmed.ncbi.nlm.nih.gov/4132977/
Comparative evaluation of guided tissue regeneration with use of collagen-based barrier freeze-dried dura mater allograft for mandibular class 2 furcation defects (a comparative controlled clinical study).,https://pubmed.ncbi.nlm.nih.gov/22430687/
A new concept in periodontal surgery: surgical plaque control.,https://pubmed.ncbi.nlm.nih.gov/6944433/
[Current aspects of periodontic surgery].,https://pubmed.ncbi.nlm.nih.gov/1068106/
"Periodontal Practice. Fourth European Workshop on Periodontology. Charterhouse at Ittingen, Thurgau, Switzerland. February 2-4, 2002.",https://pubmed.ncbi.nlm.nih.gov/12787201/
Photodynamic therapy decrease immune-inflammatory mediators levels during periodontal maintenance.,https://pubmed.ncbi.nlm.nih.gov/27704296/
Intraclass correlations of periodontal measurements.,https://pubmed.ncbi.nlm.nih.gov/3856577/
The periodontal probe: screening for periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/6952018/
Factors Influencing Dental Students' Interest in Advanced Periodontal Education: Perspectives of Department Chairs.,https://pubmed.ncbi.nlm.nih.gov/28572415/
[The stages of comprehensive periodontal therapy--diagnosis-driven treatment planning].,https://pubmed.ncbi.nlm.nih.gov/15282975/
Eikenella corrodens in subgingival plaque: relationship to age and periodontal condition.,https://pubmed.ncbi.nlm.nih.gov/12211498/
Long-term efficacy of microbiology-driven periodontal laser-assisted therapy.,https://pubmed.ncbi.nlm.nih.gov/26740323/
Site-specific CPITN score and periodontal disease activity assessed by the paper BANA assay.,https://pubmed.ncbi.nlm.nih.gov/8620584/
Minimal intervention dentistry II: part 6. Microscope and microsurgical techniques in periodontics.,https://pubmed.ncbi.nlm.nih.gov/24809564/
"[Current recommendations for prevention, diagnosis and therapy of diseases of the periodontium].",https://pubmed.ncbi.nlm.nih.gov/3469798/
Comparative clinical study of coronally advanced flap with and without use of plasma rich in growth factors in the treatment of gingival recession.,https://pubmed.ncbi.nlm.nih.gov/21874932/
Arthritis and Periodontitis: An Association Debated for Over Two Centuries.,https://pubmed.ncbi.nlm.nih.gov/26496784/
Treatment trends in periodontics.,https://pubmed.ncbi.nlm.nih.gov/30887573/
Guided tissue regeneration with bioabsorbable barriers: intrabony defects and class II furcations.,https://pubmed.ncbi.nlm.nih.gov/10914804/
[Clinical and biochemical analysis of ligature-induced periodontitis in rats].,https://pubmed.ncbi.nlm.nih.gov/25416220/
"CPITN assessment of periodontal treatment needs in the population of Zagreb, Croatia.",https://pubmed.ncbi.nlm.nih.gov/1286927/
"2001 Interdisciplinary Care Conference: five disciplines, one focus. Periodontics: the odyssey continues.",https://pubmed.ncbi.nlm.nih.gov/11552119/
[Orthodontic management of adults: treatment of periodontal diseases].,https://pubmed.ncbi.nlm.nih.gov/6932333/
Furcation involvement--a suggested rationale for treatment.,https://pubmed.ncbi.nlm.nih.gov/282837/
Comparative evaluation of sutures coated with triclosan and chlorhexidine for oral biofilm inhibition potential and antimicrobial activity against periodontal pathogens: An in vitro study.,https://pubmed.ncbi.nlm.nih.gov/27966513/
[Periodontal pocket and occlusal trauma].,https://pubmed.ncbi.nlm.nih.gov/4978297/
[Exercise in measuring periodontal pockets using a probe].,https://pubmed.ncbi.nlm.nih.gov/296744/
Finding genetic risk factors for periodontal diseases: is the climb worth the view?,https://pubmed.ncbi.nlm.nih.gov/12236898/
Crestal bone changes at teeth and implants in periodontally healthy and periodontally compromised patients. A 10-year comparative case-series study.,https://pubmed.ncbi.nlm.nih.gov/24215202/
[Clinical case. Treatment of a periodontal emergency. Report of a case].,https://pubmed.ncbi.nlm.nih.gov/3477637/
Periodontal status and cytoplasmic enzyme activities in gingival crevicular fluid of type 2 diabetic and/or obese patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/16459882/
"Periodontal treatment needs in a population of Ljubljana, Yugoslavia.",https://pubmed.ncbi.nlm.nih.gov/2591182/
Risk factors for periodontitis.,https://pubmed.ncbi.nlm.nih.gov/15736889/
The relationship between cotinine and periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/17668594/
Relative avidity of serum antibodies to putative periodontopathogens in periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/8254462/
Composition of human peri-implantitis and periodontitis lesions.,https://pubmed.ncbi.nlm.nih.gov/25261052/
Oral manifestations of Fanconi's anaemia: a case report.,https://pubmed.ncbi.nlm.nih.gov/18543739/
Characterization of the periodontal microflora by the fatty acid profile of the broth-grown microbial population.,https://pubmed.ncbi.nlm.nih.gov/9987181/
"Comments on ""Review of the association between periodontitis and chronic obstructive pulmonary disease in smokers"".",https://pubmed.ncbi.nlm.nih.gov/31558005/
Cell Biology of the Periodontium in Health and Disease. Proceedings of the Symposium at University College Cork. September 1995.,https://pubmed.ncbi.nlm.nih.gov/8974731/
Expression profile of macrophage migration inhibitory factor in periodontitis.,https://pubmed.ncbi.nlm.nih.gov/33279833/
A long-term evaluation of composite-bonded natural/resin teeth as replacement of lower incisors with terminal periodontitis.,https://pubmed.ncbi.nlm.nih.gov/10102560/
Development and Characterization of Novel Medicated Nanofibers Against Periodontitis.,https://pubmed.ncbi.nlm.nih.gov/25488417/
Association between periodontitis and systemic medication intake: A case-control study.,https://pubmed.ncbi.nlm.nih.gov/32077489/
Scientific basis of a matrix metalloproteinase-8 specific chair-side test for monitoring periodontal and peri-implant health and disease.,https://pubmed.ncbi.nlm.nih.gov/10415725/
Maintenance of new attachment 1 and 4 years following guided tissue regeneration (GTR).,https://pubmed.ncbi.nlm.nih.gov/7593694/
The role of impaired host defense mechanisms in the pathogenesis of juvenile periodontitis.,https://pubmed.ncbi.nlm.nih.gov/6937375/
Bilayered construct for simultaneous regeneration of alveolar bone and periodontal ligament.,https://pubmed.ncbi.nlm.nih.gov/26153674/
"[Bacterial contamination, familial occurrence and periodontal disease].",https://pubmed.ncbi.nlm.nih.gov/1811048/
[The method of stimulation of regenerative processes during inflammatory-destructive periodontal diseases].,https://pubmed.ncbi.nlm.nih.gov/9606566/
PERIODONTOSIS AND NEURAL CREST TISSUES.,https://pubmed.ncbi.nlm.nih.gov/14279367/
Local expression of lipopolysaccharide-binding protein in human gingival tissues.,https://pubmed.ncbi.nlm.nih.gov/15206917/
Morphology of azurophil lysosomes in polymorphonuclear leukocytes from humans with rapidly progressive periodontitis.,https://pubmed.ncbi.nlm.nih.gov/10791706/
Chemokines in oral inflammatory diseases: apical periodontitis and periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/17384024/
Stem cell-containing allograft matrix enhances periodontal regeneration: case presentations.,https://pubmed.ncbi.nlm.nih.gov/21491014/
Dynamics of initial subgingival colonization of 'pristine' peri-implant pockets.,https://pubmed.ncbi.nlm.nih.gov/16441782/
[The treatment of inflammatory periodontal diseases using prolonged-action pentoxyl].,https://pubmed.ncbi.nlm.nih.gov/8108811/
[Effect of changes in oral conditions on periodontal health in rats. III. Effect of sialoadenectomy on ligature-induced periodontal changes].,https://pubmed.ncbi.nlm.nih.gov/285764/
Aggressive periodontitis: the historic quest for understanding.,https://pubmed.ncbi.nlm.nih.gov/21823495/
Periodontal bacteria and cardiovascular problems.,https://pubmed.ncbi.nlm.nih.gov/19492958/
Amoxicillin/metronidazole therapy may improve the effectiveness of scaling and root planing in patients with periodontitis.,https://pubmed.ncbi.nlm.nih.gov/23729461/
Anaerobes and short-chain fatty acids in crevicular fluid from adults with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/2647170/
Further evidence that periodontal bone loss increases with smoking and age.,https://pubmed.ncbi.nlm.nih.gov/25343388/
The inter-relationship of endodontic-periodontic lesions.,https://pubmed.ncbi.nlm.nih.gov/1073910/
The periodontal probe: a sick scared cow.,https://pubmed.ncbi.nlm.nih.gov/6952019/
Host-derived diagnostic markers related to soft tissue destruction and bone degradation in periodontitis.,https://pubmed.ncbi.nlm.nih.gov/21323706/
"[Periodontology yesterday and tomorrow. Prevention, treatment and evaluation of therapeutic needs].",https://pubmed.ncbi.nlm.nih.gov/2488226/
Localized juvenile periodontitis: historical background and therapy.,https://pubmed.ncbi.nlm.nih.gov/3536287/
Dynamics of systemic antibody responses in periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/2955094/
Sildenafil citrate on experimental periodontitis in rats: Microtomographic and histological analyses.,https://pubmed.ncbi.nlm.nih.gov/29480944/
Severe localized destruction of the periodontium secondary to subgingival displacement of an elastic band. Report of a case.,https://pubmed.ncbi.nlm.nih.gov/3166061/
"[The relationship between osteoporosis, osteopenia and periodontitis].",https://pubmed.ncbi.nlm.nih.gov/12674920/
Photodynamic therapy as an adjunctive to scaling and root planing in treatment of chronic periodontitis in smokers.,https://pubmed.ncbi.nlm.nih.gov/22057609/
Systematic review on the effect of rinsing with povidone-iodine during nonsurgical periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/19909406/
Follow-up of two cases of Papillon-Lefèvre syndrome and presentation of two new cases.,https://pubmed.ncbi.nlm.nih.gov/9497724/
[Evaluation of the soft periodontal tissues in the area of dental prostheses using Schiller's iodine test].,https://pubmed.ncbi.nlm.nih.gov/5268632/
Vascular endothelial growth factor in gingival tissues and crevicular fluids of diabetic and healthy periodontal patients.,https://pubmed.ncbi.nlm.nih.gov/15025220/
[Semipermanent splint design for periodontally damaged dentitions].,https://pubmed.ncbi.nlm.nih.gov/6947622/
Assessment of the calibration of periodontal diagnosis and treatment planning among dental students at three dental schools.,https://pubmed.ncbi.nlm.nih.gov/25576548/
Periodontitis with hypercementosis: report of a case and discussion of possible aetiologic factors.,https://pubmed.ncbi.nlm.nih.gov/23186579/
Metabolomics of gingival crevicular fluid to identify biomarkers for periodontitis: A systematic review with meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/33710624/
Lycopene solid lipid microparticles with enhanced effect on gingival crevicular fluid protein carbonyl as a biomarker of oxidative stress in patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/30633595/
Open flap debridement with or without intentional cementum removal: a 4-month follow-up.,https://pubmed.ncbi.nlm.nih.gov/16104966/
Black-pigmented Bacteroides and spirochetes in the subgingival microbiota of prepubertal schoolchildren.,https://pubmed.ncbi.nlm.nih.gov/2969972/
Local levels of biomarkers after surgical and nonsurgical debridement of residual pockets and nonresidual sites in diabetic patients: a 12-month follow-up.,https://pubmed.ncbi.nlm.nih.gov/26325644/
Comparative analysis of putative periodontopathic bacteria by multiplex polymerase chain reaction.,https://pubmed.ncbi.nlm.nih.gov/18447853/
Cathepsin B- and L-like activities at local gingival sites of chronic periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/1894742/
A basic approach to periodontal diagnosis.,https://pubmed.ncbi.nlm.nih.gov/1501577/
Evidence versus empiricism: rational use of systemic antimicrobial agents for treatment of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/9567936/
[Localized aggressive periodontitis: a possible site-specific rather than tooth-specific disease?].,https://pubmed.ncbi.nlm.nih.gov/16121953/
Influence of frequent clinical probing during the healing phase on healthy peri-implant soft tissue formed at different titanium implant surfaces: a histomorphometrical study in dogs.,https://pubmed.ncbi.nlm.nih.gov/20507379/
The use of a Rochette-type bridge in a periodontally-compromised patient.,https://pubmed.ncbi.nlm.nih.gov/3540150/
Development of a database and ontology for pathogenic pathways in periodontitis.,https://pubmed.ncbi.nlm.nih.gov/20109153/
A longitudinal evaluation of sulfide concentration as a marker for the progression of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/17695075/
[Juvenile periodontitis or periodontosis].,https://pubmed.ncbi.nlm.nih.gov/6591322/
[Apically placed flaps for treatment of advanced cases of marginal periodontitis--case example (1)].,https://pubmed.ncbi.nlm.nih.gov/1745743/
Improved devices for evaluating the periodontium.,https://pubmed.ncbi.nlm.nih.gov/2089442/
[Progress relationship between periostin and periodontitis].,https://pubmed.ncbi.nlm.nih.gov/30593118/
Present status of occlusion and occlusal therapy in periodontics.,https://pubmed.ncbi.nlm.nih.gov/409832/
Periodontopathic bacteria and herpesviruses in chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/20536751/
[The role of IL-1 beta and TNF-alpha in hyper-reactivity of neutrophils in rapidly progressive periodontitis patients].,https://pubmed.ncbi.nlm.nih.gov/11780234/
Why do some people lose teeth across their lifespan whereas others retain a functional dentition into very old age?,https://pubmed.ncbi.nlm.nih.gov/19545321/
Changing concepts in periodontics.,https://pubmed.ncbi.nlm.nih.gov/3288518/
Comparative proteomic analysis of whole saliva from chronic periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/20215060/
"Influence of 3-methoxy 5,7,3',4'-tetrahydroxyflavan (ME) on experimental periodontitis in the golden hamster.",https://pubmed.ncbi.nlm.nih.gov/6594337/
Four-year follow-up of combined surgical therapy of advanced peri-implantitis evaluating two methods of surface decontamination.,https://pubmed.ncbi.nlm.nih.gov/23931259/
Inflammatory mediators in the pathogenesis of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/23915822/
[Microbiological investigations of periodontosis lesions].,https://pubmed.ncbi.nlm.nih.gov/3483650/
PAR-2 expression in the gingival crevicular fluid reflects chronic periodontitis severity.,https://pubmed.ncbi.nlm.nih.gov/28146220/
Implants in patients treated for generalized aggressive and chronic periodontitis: a 3-year prospective longitudinal study.,https://pubmed.ncbi.nlm.nih.gov/15857093/
Comparison of bioactive glass synthetic bone graft particles and open debridement in the treatment of human periodontal defects. A clinical study.,https://pubmed.ncbi.nlm.nih.gov/9660339/
Relationship of Porphyromonas gingivalis with glycemic level in patients with type 2 diabetes following periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/18582336/
Classification of periodontal diseases.,https://pubmed.ncbi.nlm.nih.gov/9673177/
[What's new in ... periodontics].,https://pubmed.ncbi.nlm.nih.gov/3269141/
[Periodontal diseases and their management. 10. Maintenance].,https://pubmed.ncbi.nlm.nih.gov/6764033/
Osteoprotegerin levels in peri-implant crevicular fluid.,https://pubmed.ncbi.nlm.nih.gov/18081868/
Clinical and radiographic outcomes of the modified minimally invasive surgical technique with and without regenerative materials: a randomized-controlled trial in intra-bony defects.,https://pubmed.ncbi.nlm.nih.gov/21303402/
Six-month outcomes in dental patients identified with hyperglycaemia: a randomized clinical trial.,https://pubmed.ncbi.nlm.nih.gov/25581313/
Gingival crevicular fluid adrenomedullin level in individuals with and without diabetes mellitus type 2.,https://pubmed.ncbi.nlm.nih.gov/23039712/
AAP President's Address.,https://pubmed.ncbi.nlm.nih.gov/24131292/
"Periodontal findings in spouses. A clinical, radiographic and microbiological study.",https://pubmed.ncbi.nlm.nih.gov/7775676/
Papilla reconstruction: Interdisciplinary consideration for clinical success.,https://pubmed.ncbi.nlm.nih.gov/30195268/
Periodontal infections and atherosclerotic vascular disease: an update.,https://pubmed.ncbi.nlm.nih.gov/16972401/
Submerged healing following surgical treatment of peri-implantitis: a case series.,https://pubmed.ncbi.nlm.nih.gov/17535286/
[Anaerobic bacteria of periodontal pockets in course of periodontitis and premature labor].,https://pubmed.ncbi.nlm.nih.gov/18634347/
Periodontal status in a Hutterite population.,https://pubmed.ncbi.nlm.nih.gov/2591188/
[THE MOLECULAR GENETIC CHARACTERISTIC OF SPECIES CONTENT OF SALIVA AND GINGIVAL RECESS UNDER PERIODONTITIS].,https://pubmed.ncbi.nlm.nih.gov/27032255/
[Diabetes mellitus and periodontal disease].,https://pubmed.ncbi.nlm.nih.gov/24697038/
When Is Cone-Beam Computed Tomography Imaging Appropriate for Diagnostic Inquiry in the Management of Inflammatory Periodontitis? An American Academy of Periodontology Best Evidence Review.,https://pubmed.ncbi.nlm.nih.gov/28967334/
Factors associated with pain and analgesic consumption following non-surgical periodontal therapy under local anaesthesia and carried out by dental students.,https://pubmed.ncbi.nlm.nih.gov/29078012/
[Spiramycin as auxiliary drug in the treatment of inflammatory periodontal diseases].,https://pubmed.ncbi.nlm.nih.gov/5228949/
A rapid chairside test for the severity of periodontal disease using gingival fluid.,https://pubmed.ncbi.nlm.nih.gov/381630/
[Analysis and suggestions of current periodontic education in China].,https://pubmed.ncbi.nlm.nih.gov/24262052/
Periodontics panel discussion 1979.,https://pubmed.ncbi.nlm.nih.gov/298577/
The periodontal probe: current trends in usage.,https://pubmed.ncbi.nlm.nih.gov/6952020/
Collagenase activity in recurrent periodontitis: relationship to disease progression and doxycycline therapy.,https://pubmed.ncbi.nlm.nih.gov/1662266/
Early-onset periodontitis associated with Weary-Kindler syndrome: a case report.,https://pubmed.ncbi.nlm.nih.gov/8910840/
An aid for sharpening periodontal instruments.,https://pubmed.ncbi.nlm.nih.gov/6581778/
Tobacco smoking and neutrophil activity in patients with periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/11210079/
Efficiency of local therapy with the use of a new preparation for oral care at periodontitis in the course of hyperpeptic gastritis after tobacco smoke intoxication.,https://pubmed.ncbi.nlm.nih.gov/30737925/
[A comparative evaluation of modern antibacterial preparations in the treatment of a severe degree of periodontitis at a stage of exacerbation].,https://pubmed.ncbi.nlm.nih.gov/9752730/
Periodontal infection and preterm birth: results of a prospective study.,https://pubmed.ncbi.nlm.nih.gov/11480640/
Detection of high-risk groups and individuals for periodontal diseases: laboratory markers based on the microbiological analysis of subgingival plaque.,https://pubmed.ncbi.nlm.nih.gov/2404030/
Aggregatibacter actinomycetemcomitans and its relationship to initiation of localized aggressive periodontitis: longitudinal cohort study of initially healthy adolescents.,https://pubmed.ncbi.nlm.nih.gov/17942658/
Comparative evaluation of platelet-rich plasma and guided tissue regeneration membrane in the healing of apicomarginal defects: a clinical study.,https://pubmed.ncbi.nlm.nih.gov/21787487/
I am worried.,https://pubmed.ncbi.nlm.nih.gov/18605596/
Immunomodulatory Role of Stem Cells from Human Exfoliated Deciduous Teeth on Periodontal Regeneration.,https://pubmed.ncbi.nlm.nih.gov/29652608/
Causal theory and the etiology of periodontal diseases.,https://pubmed.ncbi.nlm.nih.gov/22133365/
Adjunct effect of the antimicrobial photodynamic therapy to an association of non-surgical and surgical periodontal treatment in modulation of gene expression: a human study.,https://pubmed.ncbi.nlm.nih.gov/23911864/
Diabetes--a risk factor for periodontitis in adults?,https://pubmed.ncbi.nlm.nih.gov/8046569/
Progression and prognosis of destructive periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/8301687/
Effect of treating periodontitis on C-reactive protein levels: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/12475397/
Bacteria as risk markers for periodontitis.,https://pubmed.ncbi.nlm.nih.gov/8046566/
Destructive forms of periodontal disease in adolescents. A 3-year longitudinal study.,https://pubmed.ncbi.nlm.nih.gov/1870067/
[Microbiological study on the periodontal lesions in advanced periodontitis. Changes in the regional flora and clinical features caused by short-term treatment with clindamycin].,https://pubmed.ncbi.nlm.nih.gov/6596713/
Occurrence of periodontopathic and superinfecting bacteria in chronic and aggressive periodontitis subjects in a Colombian population.,https://pubmed.ncbi.nlm.nih.gov/17397318/
The effect of conventional mechanical periodontal treatment on red complex microorganisms and clinical parameters in Down syndrome periodontitis patients: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/25367612/
Interleukin-1 haplotype and periodontal disease progression following therapy.,https://pubmed.ncbi.nlm.nih.gov/10599909/
'Destructive forms of periodontal disease in adolescents and young adults'.,https://pubmed.ncbi.nlm.nih.gov/3862411/
[Stress-breaking splint in hypoplastic paradentitis and in paradentosis].,https://pubmed.ncbi.nlm.nih.gov/14816618/
Enzyme activity in crevicular fluid for detection and prediction of clinical attachment loss in patients with chronic adult periodontitis. Six month results.,https://pubmed.ncbi.nlm.nih.gov/3050019/
Controversies in periodontal microbiology.,https://pubmed.ncbi.nlm.nih.gov/3856002/
Discrepancies in periodontitis classification among dental practitioners with different educational backgrounds.,https://pubmed.ncbi.nlm.nih.gov/33482794/
Vitamin D and Periodontitis: A Systematic Review and Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/32708032/
Translating findings of systematic reviews into consensus statements on periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/15387048/
[Loss of dental supporting tissue in periodontal disease].,https://pubmed.ncbi.nlm.nih.gov/265499/
Disease recurrence following reconstructive procedures: a 6- to 8-year follow-up observational study.,https://pubmed.ncbi.nlm.nih.gov/18173092/
Calcium concentrations in dental plaque of patients with juvenile and adult periodontitis.,https://pubmed.ncbi.nlm.nih.gov/3477627/
Actinobacillus actinomycetemcomitans and Bacteroides intermedius in human periodontitis: age relationship and mutual association.,https://pubmed.ncbi.nlm.nih.gov/2250080/
Causal association between periodontitis and hypertension: evidence from Mendelian randomization and a randomized controlled trial of non-surgical periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/31504461/
[Porphyromonas gingivalis FimA genotype distribution among periodontitis patients with type 2 diabetes].,https://pubmed.ncbi.nlm.nih.gov/26792183/
[Manual for the use of periodontal instruments].,https://pubmed.ncbi.nlm.nih.gov/5261379/
A longitudinal assessment of periodontal health status in 53 Labrador retrievers.,https://pubmed.ncbi.nlm.nih.gov/30006940/
Why probe?,https://pubmed.ncbi.nlm.nih.gov/6440517/
Periodontal consideration's in fixed prosthodontics.,https://pubmed.ncbi.nlm.nih.gov/5258505/
"[Clinical study of the food impaction of patients with periodontal disease--its frequency, classification and relation to clinical signs (author's transl)].",https://pubmed.ncbi.nlm.nih.gov/6954217/
Longitudinal study of untreated periodontitis (I). Clinical findings.,https://pubmed.ncbi.nlm.nih.gov/3164729/
Effect of local hIL-10 gene therapy on experimental periodontitis in ovariectomized rats.,https://pubmed.ncbi.nlm.nih.gov/28358289/
"Quantification of periodontal pathogens in vascular, blood, and subgingival samples from patients with peripheral arterial disease or abdominal aortic aneurysms.",https://pubmed.ncbi.nlm.nih.gov/24502612/
Factors related to periodontal regeneration.,https://pubmed.ncbi.nlm.nih.gov/9673204/
Acute periodontal infection in myelosuppressed oncology patients: evaluation and nursing care.,https://pubmed.ncbi.nlm.nih.gov/6924602/
Whole salivary interleukin-6 and matrix metalloproteinase-8 levels in patients with chronic periodontitis with and without prediabetes.,https://pubmed.ncbi.nlm.nih.gov/24171502/
Endodontic complications following periodontal and prosthetic treatment of patients with advanced periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/6368791/
Incision techniques and flap designs for apical surgery in the anterior maxilla.,https://pubmed.ncbi.nlm.nih.gov/19655526/
"The effect of scaling, root planing, and curettage on cultivable microflora associated with periodontal disease.",https://pubmed.ncbi.nlm.nih.gov/2689369/
Clinical evaluation of periodontal diseases.,https://pubmed.ncbi.nlm.nih.gov/9567929/
Utility of radiographic crestal lamina dura for predicting periodontitis disease-activity.,https://pubmed.ncbi.nlm.nih.gov/7806671/
Hepatocyte growth factor in saliva: a possible marker for periodontal disease status.,https://pubmed.ncbi.nlm.nih.gov/12058868/
Interleukin-34 Levels in Gingival Crevicular Fluid and Plasma in Healthy and Diseased Periodontal Tissue in Presence or Absence of Obesity: A Clinico-biochemical Study.,https://pubmed.ncbi.nlm.nih.gov/29962424/
Differential regulation of circulating levels of molecular chaperones in patients undergoing treatment for periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/18030332/
Future prospects of systemic host modulatory agents in periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/23660908/
Is there a relationship between juvenile idiopathic arthritis and periodontitis?,https://pubmed.ncbi.nlm.nih.gov/16634951/
Association between harmful alcohol use and periodontal status according to gender and smoking.,https://pubmed.ncbi.nlm.nih.gov/24950716/
Prevention of bacteremia in dogs undergoing dental scaling by prior administration of oral clindamycin or chlorhexidine oral rinse.,https://pubmed.ncbi.nlm.nih.gov/11968927/
"[Periodonta disease in smokers, and the parameters of oxidative stress].",https://pubmed.ncbi.nlm.nih.gov/26946573/
Comparison of oral health among older people with and without dementia.,https://pubmed.ncbi.nlm.nih.gov/24741890/
"Periodontosis. Case, analysis and treatment.",https://pubmed.ncbi.nlm.nih.gov/7047428/
A randomized controlled trial of intensive periodontal therapy on metabolic and inflammatory markers in patients With ESRD: results of an exploratory study.,https://pubmed.ncbi.nlm.nih.gov/23261122/
[Pain during and after root canal treatment].,https://pubmed.ncbi.nlm.nih.gov/16385931/
Potential impact of subject-based risk factor control on periodontitis.,https://pubmed.ncbi.nlm.nih.gov/16128842/
Assessment of the role of Trichomonas tenax in the etiopathogenesis of human periodontitis: A systematic review.,https://pubmed.ncbi.nlm.nih.gov/31846467/
Bone loss in the oral cavity.,https://pubmed.ncbi.nlm.nih.gov/8122514/
[The most frequent etiological factors in periodontal disease].,https://pubmed.ncbi.nlm.nih.gov/6587482/
Plaque and chronic inflammatory periodontal disease. A question of ecology.,https://pubmed.ncbi.nlm.nih.gov/2212083/
Association of T CD4 lymphocyte levels and subgingival microbiota of chronic periodontitis in HIV-infected Brazilians under HAART.,https://pubmed.ncbi.nlm.nih.gov/14970778/
Inter-relationships between rheumatoid arthritis and periodontal disease. A review.,https://pubmed.ncbi.nlm.nih.gov/12956651/
Salivary β-galactosidase activity affects physiological oral malodour.,https://pubmed.ncbi.nlm.nih.gov/21885033/
Analysis of in situ protease activity in chronic adult periodontitis patients: expression of activated MMP-2 and a 40 kDa serine protease.,https://pubmed.ncbi.nlm.nih.gov/10776921/
"The missing orthodontic elastic band, a periodontic-orthodontic dilemma.",https://pubmed.ncbi.nlm.nih.gov/281408/
Periodontal infections and community-acquired pneumonia: a case-control study.,https://pubmed.ncbi.nlm.nih.gov/22855366/
[Electrophoresis of proteins in gingival crevicular fluid of patients with adult periodontitis before and after treatment].,https://pubmed.ncbi.nlm.nih.gov/11774653/
The Nexus Between Periodontal Inflammation and Dysbiosis.,https://pubmed.ncbi.nlm.nih.gov/32296429/
Non-Gaussian distribution of differences between duplicate probing depth measurements.,https://pubmed.ncbi.nlm.nih.gov/3476508/
A periodontal probe that measures to one tenth millimeter.,https://pubmed.ncbi.nlm.nih.gov/6929916/
Peridontal probing in the clinical detection of periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/296992/
[Study of subgingival scaling. II. Healing process of the periodontal tissue after scaling].,https://pubmed.ncbi.nlm.nih.gov/5244704/
[Microbiological evaluation of topical application of the controlled release strips containing ofloxacin (PT-01) in the human periodontal pocket].,https://pubmed.ncbi.nlm.nih.gov/3270665/
Update on periodontics. Preface.,https://pubmed.ncbi.nlm.nih.gov/19737260/
[Periodontolysis and its treatment in children and adolescents].,https://pubmed.ncbi.nlm.nih.gov/3865508/
An investigation of immunocompetence substances in normal gingival and periodontitis tissue.,https://pubmed.ncbi.nlm.nih.gov/11776084/
The impact of smoking status on antioxidant enzyme activity and malondialdehyde levels in chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/21219099/
[Statistical data on the distribution of care services in treatment of periodontitis of bacterial origin in exclusively periodontal offices].,https://pubmed.ncbi.nlm.nih.gov/2630144/
Rethinking periodontal inflammation.,https://pubmed.ncbi.nlm.nih.gov/18673013/
Subgingival microbiota of renal transplant recipients.,https://pubmed.ncbi.nlm.nih.gov/12588457/
"Commentary on ""Plasma polyunsaturated fatty acids and periodontal recovery in Taiwanese with periodontitis: A significant relationship"".",https://pubmed.ncbi.nlm.nih.gov/25840276/
Splinting periodontally weakened teeth with the swing-lock prosthesis.,https://pubmed.ncbi.nlm.nih.gov/6952597/
Coding systems for periodontal patients.,https://pubmed.ncbi.nlm.nih.gov/3900428/
"Salivary Del-1, IL-17, and LFA-1 levels in periodontal health and disease.",https://pubmed.ncbi.nlm.nih.gov/32153040/
The problem of periodontal regeneration--a review.,https://pubmed.ncbi.nlm.nih.gov/3063800/
Periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/5229188/
